Person ID,Name,First name,Last name,Party,Constituency,URI
11859,Jeremy Hunt,Jeremy,Hunt,Conservative,South West Surrey,https://www.theyworkforyou.com/mp/11859/jeremy_hunt/south_west_surrey
25284,Rupa Huq,Rupa,Huq,Labour,Ealing Central and Acton,https://www.theyworkforyou.com/mp/25284/rupa_huq/ealing_central_and_acton
11792,Nick Hurd,Nick,Hurd,Conservative,"Ruislip, Northwood and Pinner",https://www.theyworkforyou.com/mp/11792/nick_hurd/ruislip%2C_northwood_and_pinner
25375,Imran Hussain,Imran,Hussain,Labour,Bradford East,https://www.theyworkforyou.com/mp/25375/imran_hussain/bradford_east
25674,Alister Jack,Alister,Jack,Conservative,Dumfries and Galloway,https://www.theyworkforyou.com/mp/25674/alister_jack/dumfries_and_galloway
24876,Margot James,Margot,James,Conservative,Stourbridge,https://www.theyworkforyou.com/mp/24876/margot_james/stourbridge
25675,Christine Jardine,Christine,Jardine,Liberal Democrat,Edinburgh West,https://www.theyworkforyou.com/mp/25675/christine_jardine/edinburgh_west
25067,Dan Jarvis,Dan,Jarvis,Labour,Barnsley Central,https://www.theyworkforyou.com/mp/25067/dan_jarvis/barnsley_central
24854,Sajid Javid,Sajid,Javid,Conservative,Bromsgrove,https://www.theyworkforyou.com/mp/24854/sajid_javid/bromsgrove
25419,Ranil Jayawardena,Ranil,Jayawardena,Conservative,North East Hampshire,https://www.theyworkforyou.com/mp/25419/ranil_jayawardena/north_east_hampshire
10312,Bernard Jenkin,Bernard,Jenkin,Conservative,Harwich and North Essex,https://www.theyworkforyou.com/mp/10312/bernard_jenkin/harwich_and_north_essex
25431,Andrea Jenkyns,Andrea,Jenkyns,Conservative,Morley and Outwood,https://www.theyworkforyou.com/mp/25431/andrea_jenkyns/morley_and_outwood
25227,Robert Jenrick,Robert,Jenrick,Conservative,Newark,https://www.theyworkforyou.com/mp/25227/robert_jenrick/newark
10999,Boris Johnson,Boris,Johnson,Conservative,Uxbridge and South Ruislip,https://www.theyworkforyou.com/mp/10999/boris_johnson/uxbridge_and_south_ruislip
25597,Caroline Johnson,Caroline,Johnson,Conservative,Sleaford and North Hykeham,https://www.theyworkforyou.com/mp/25597/dr_caroline_johnson/sleaford_and_north_hykeham
11647,Diana R. Johnson,Diana R.,Johnson,Labour,Kingston upon Hull North,https://www.theyworkforyou.com/mp/11647/diana_r._johnson/kingston_upon_hull_north
24803,Gareth Johnson,Gareth,Johnson,Conservative,Dartford,https://www.theyworkforyou.com/mp/24803/gareth_johnson/dartford
24895,Jo Johnson,Jo,Johnson,Conservative,Orpington,https://www.theyworkforyou.com/mp/24895/jo_johnson/orpington
24758,Andrew Jones,Andrew,Jones,Conservative,Harrogate and Knaresborough,https://www.theyworkforyou.com/mp/24758/andrew_jones/harrogate_and_knaresborough
25637,Darren Jones,Darren,Jones,Labour,Bristol North West,https://www.theyworkforyou.com/mp/25637/darren_jones/bristol_north_west
11506,David Jones,David,Jones,Conservative,Clwyd West,https://www.theyworkforyou.com/mp/11506/david_jones/clwyd_west
25289,Gerald Jones,Gerald,Jones,Labour,Merthyr Tydfil and Rhymney,https://www.theyworkforyou.com/mp/25289/gerald_jones/merthyr_tydfil_and_rhymney
24835,Graham Jones,Graham,Jones,Labour,Hyndburn,https://www.theyworkforyou.com/mp/24835/graham_jones/hyndburn
10319,Helen Jones,Helen,Jones,Labour,Warrington North,https://www.theyworkforyou.com/mp/10319/helen_jones/warrington_north
11003,Kevan Jones,Kevan,Jones,Labour,North Durham,https://www.theyworkforyou.com/mp/11003/kevan_jones/north_durham
24745,Marcus Jones,Marcus,Jones,Conservative,Nuneaton,https://www.theyworkforyou.com/mp/24745/marcus_jones/nuneaton
25746,Ruth Jones,Ruth,Jones,Labour,Newport West,https://www.theyworkforyou.com/mp/25746/ruth_jones/newport_west
25673,Sarah Jones,Sarah,Jones,Labour,Croydon Central,https://www.theyworkforyou.com/mp/25673/sarah_jones/croydon_central
24720,Susan Elan Jones,Susan Elan,Jones,Labour,Clwyd South,https://www.theyworkforyou.com/mp/24720/susan_elan_jones/clwyd_south
25220,Mike Kane,Mike,Kane,Labour,Wythenshawe and Sale East,https://www.theyworkforyou.com/mp/25220/mike_kane/wythenshawe_and_sale_east
11817,Daniel Kawczynski,Daniel,Kawczynski,Conservative,Shrewsbury and Atcham,https://www.theyworkforyou.com/mp/11817/daniel_kawczynski/shrewsbury_and_atcham
25670,Gillian Keegan,Gillian,Keegan,Conservative,Chichester,https://www.theyworkforyou.com/mp/25670/gillian_keegan/chichester
11943,Barbara Keeley,Barbara,Keeley,Labour,Worsley and Eccles South,https://www.theyworkforyou.com/mp/11943/barbara_keeley/worsley_and_eccles_south
24816,Liz Kendall,Liz,Kendall,Labour,Leicester West,https://www.theyworkforyou.com/mp/24816/liz_kendall/leicester_west
25389,Seema Kennedy,Seema,Kennedy,Conservative,South Ribble,https://www.theyworkforyou.com/mp/25389/seema_kennedy/south_ribble
25696,Stephen Kerr,Stephen,Kerr,Conservative,Stirling,https://www.theyworkforyou.com/mp/25696/stephen_kerr/stirling
25662,Afzal Khan,Afzal,Khan,Labour,"Manchester, Gorton",https://www.theyworkforyou.com/mp/25662/afzal_khan/manchester%2C_gorton
25612,Ged Killen,Ged,Killen,Labour/Co-operative,Rutherglen and Hamilton West,https://www.theyworkforyou.com/mp/25612/ged_killen/rutherglen_and_hamilton_west
25297,Stephen Kinnock,Stephen,Kinnock,Labour,Aberavon,https://www.theyworkforyou.com/mp/25297/stephen_kinnock/aberavon
11026,Greg Knight,Greg,Knight,Conservative,East Yorkshire,https://www.theyworkforyou.com/mp/11026/greg_knight/east_yorkshire
25388,Julian Knight,Julian,Knight,Conservative,Solihull,https://www.theyworkforyou.com/mp/25388/julian_knight/solihull
24770,Kwasi Kwarteng,Kwasi,Kwarteng,Conservative,Spelthorne,https://www.theyworkforyou.com/mp/24770/kwasi_kwarteng/spelthorne
25418,Peter Kyle,Peter,Kyle,Labour,Hove,https://www.theyworkforyou.com/mp/25418/peter_kyle/hove
10348,Eleanor Laing,Eleanor,Laing,Conservative,Epping Forest,https://www.theyworkforyou.com/mp/10348/eleanor_laing/epping_forest
25653,Lesley Laird,Lesley,Laird,Labour,Kirkcaldy and Cowdenbeath,https://www.theyworkforyou.com/mp/25653/lesley_laird/kirkcaldy_and_cowdenbeath
25669,Ben Lake,Ben,Lake,Plaid Cymru,Ceredigion,https://www.theyworkforyou.com/mp/25669/ben_lake/ceredigion
11032,Norman Lamb,Norman,Lamb,Liberal Democrat,North Norfolk,https://www.theyworkforyou.com/mp/11032/norman_lamb/north_norfolk
10678,David Lammy,David,Lammy,Labour,Tottenham,https://www.theyworkforyou.com/mp/10678/david_lammy/tottenham
14026,John Lamont,John,Lamont,Conservative,"Berwickshire, Roxburgh and Selkirk",https://www.theyworkforyou.com/mp/14026/john_lamont/berwickshire%2C_roxburgh_and_selkirk
11715,Mark Lancaster,Mark,Lancaster,Conservative,Milton Keynes North,https://www.theyworkforyou.com/mp/11715/mark_lancaster/milton_keynes_north
24821,Pauline Latham,Pauline,Latham,Conservative,Mid Derbyshire,https://www.theyworkforyou.com/mp/24821/pauline_latham/mid_derbyshire
24963,Ian Lavery,Ian,Lavery,Labour,Wansbeck,https://www.theyworkforyou.com/mp/24963/ian_lavery/wansbeck
25270,Chris Law,Chris,Law,Scottish National Party,Dundee West,https://www.theyworkforyou.com/mp/25270/chris_law/dundee_west
24829,Andrea Leadsom,Andrea,Leadsom,Conservative,South Northamptonshire,https://www.theyworkforyou.com/mp/24829/andrea_leadsom/south_northamptonshire
25682,Karen Lee,Karen,Lee,Labour,Lincoln,https://www.theyworkforyou.com/mp/25682/karen_lee/lincoln
24765,Phillip Lee,Phillip,Lee,Conservative,Bracknell,https://www.theyworkforyou.com/mp/24765/phillip_lee/bracknell
24760,Jeremy Lefroy,Jeremy,Lefroy,Conservative,Stafford,https://www.theyworkforyou.com/mp/24760/jeremy_lefroy/stafford
10352,Edward Leigh,Edward,Leigh,Conservative,Gainsborough,https://www.theyworkforyou.com/mp/10352/edward_leigh/gainsborough
10354,Chris Leslie,Chris,Leslie,Independent,Nottingham East,https://www.theyworkforyou.com/mp/10354/chris_leslie/nottingham_east
10355,Oliver Letwin,Oliver,Letwin,Conservative,West Dorset,https://www.theyworkforyou.com/mp/10355/oliver_letwin/west_dorset
25181,Emma Lewell-Buck,Emma,Lewell-Buck,Labour,South Shields,https://www.theyworkforyou.com/mp/25181/emma_lewell-buck/south_shields
25686,Andrew Lewer,Andrew,Lewer,Conservative,Northampton South,https://www.theyworkforyou.com/mp/25686/andrew_lewer/northampton_south
24879,Brandon Lewis,Brandon,Lewis,Conservative,Great Yarmouth,https://www.theyworkforyou.com/mp/24879/brandon_lewis/great_yarmouth
25356,Clive Lewis,Clive,Lewis,Labour,Norwich South,https://www.theyworkforyou.com/mp/25356/clive_lewis/norwich_south
10357,Ivan Lewis,Ivan,Lewis,Independent,Bury South,https://www.theyworkforyou.com/mp/10357/ivan_lewis/bury_south
10358,Julian Lewis,Julian,Lewis,Conservative,New Forest East,https://www.theyworkforyou.com/mp/10358/julian_lewis/new_forest_east
11048,Ian Liddell-Grainger,Ian,Liddell-Grainger,Conservative,Bridgwater and West Somerset,https://www.theyworkforyou.com/mp/11048/ian_liddell-grainger/bridgwater_and_west_somerset
10361,David Lidington,David,Lidington,Conservative,Aylesbury,https://www.theyworkforyou.com/mp/10361/david_lidington/aylesbury
25677,David Linden,David,Linden,Scottish National Party,Glasgow East,https://www.theyworkforyou.com/mp/25677/david_linden/glasgow_east
25452,Emma Little Pengelly,Emma,Little Pengelly,DUP,Belfast South,https://www.theyworkforyou.com/mp/25452/emma_little_pengelly/belfast_south
24754,Stephen Lloyd,Stephen,Lloyd,Independent,Eastbourne,https://www.theyworkforyou.com/mp/24754/stephen_lloyd/eastbourne
10367,Tony Lloyd,Tony,Lloyd,Labour,Rochdale,https://www.theyworkforyou.com/mp/10367/tony_lloyd/rochdale
25368,Rebecca Long-Bailey,Rebecca,Long-Bailey,Labour,Salford and Eccles,https://www.theyworkforyou.com/mp/25368/rebecca_long-bailey/salford_and_eccles
25652,Julia Lopez,Julia,Lopez,Conservative,Hornchurch and Upminster,https://www.theyworkforyou.com/mp/25652/julia_lopez/hornchurch_and_upminster
24716,Jack Lopresti,Jack,Lopresti,Conservative,Filton and Bradley Stoke,https://www.theyworkforyou.com/mp/24716/jack_lopresti/filton_and_bradley_stoke
24884,Jonathan Lord,Jonathan,Lord,Conservative,Woking,https://www.theyworkforyou.com/mp/24884/jonathan_lord/woking
10371,Tim Loughton,Tim,Loughton,Conservative,East Worthing and Shoreham,https://www.theyworkforyou.com/mp/10371/tim_loughton/east_worthing_and_shoreham
24910,Caroline Lucas,Caroline,Lucas,Green,"Brighton, Pavilion",https://www.theyworkforyou.com/mp/24910/caroline_lucas/brighton%2C_pavilion
11057,Ian Lucas,Ian,Lucas,Labour,Wrexham,https://www.theyworkforyou.com/mp/11057/ian_lucas/wrexham
25434,Holly Lynch,Holly,Lynch,Labour,Halifax,https://www.theyworkforyou.com/mp/25434/holly_lynch/halifax
25437,Craig Mackinlay,Craig,Mackinlay,Conservative,South Thanet,https://www.theyworkforyou.com/mp/25437/craig_mackinlay/south_thanet
25692,Rachel Maclean,Rachel,Maclean,Conservative,Redditch,https://www.theyworkforyou.com/mp/25692/rachel_maclean/redditch
12004,Angus MacNeil,Angus,MacNeil,Scottish National Party,Na h-Eileanan an Iar,https://www.theyworkforyou.com/mp/12004/angus_macneil/na_h-eileanan_an_iar
25378,Justin Madders,Justin,Madders,Labour,Ellesmere Port and Neston,https://www.theyworkforyou.com/mp/25378/justin_madders/ellesmere_port_and_neston
11087,Khalid Mahmood,Khalid,Mahmood,Labour,"Birmingham, Perry Barr",https://www.theyworkforyou.com/mp/11087/khalid_mahmood/birmingham%2C_perry_barr
24788,Shabana Mahmood,Shabana,Mahmood,Labour,"Birmingham, Ladywood",https://www.theyworkforyou.com/mp/24788/shabana_mahmood/birmingham%2C_ladywood
11798,Anne Main,Anne,Main,Conservative,St Albans,https://www.theyworkforyou.com/mp/11798/anne_main/st_albans
25285,Alan Mak,Alan,Mak,Conservative,Havant,https://www.theyworkforyou.com/mp/25285/alan_mak/havant
25150,Seema Malhotra,Seema,Malhotra,Labour/Co-operative,Feltham and Heston,https://www.theyworkforyou.com/mp/25150/seema_malhotra/feltham_and_heston
25346,Kit Malthouse,Kit,Malthouse,Conservative,North West Hampshire,https://www.theyworkforyou.com/mp/25346/kit_malthouse/north_west_hampshire
11093,John Mann,John,Mann,Labour,Bassetlaw,https://www.theyworkforyou.com/mp/11093/john_mann/bassetlaw
25383,Scott Mann,Scott,Mann,Conservative,North Cornwall,https://www.theyworkforyou.com/mp/25383/scott_mann/north_cornwall
10415,Gordon Marsden,Gordon,Marsden,Labour,Blackpool South,https://www.theyworkforyou.com/mp/10415/gordon_marsden/blackpool_south
25635,Sandy Martin,Sandy,Martin,Labour,Ipswich,https://www.theyworkforyou.com/mp/25635/sandy_martin/ipswich
25433,Rachael Maskell,Rachael,Maskell,Labour/Co-operative,York Central,https://www.theyworkforyou.com/mp/25433/rachael_maskell/york_central
13904,Paul Maskey,Paul,Maskey,Sinn Féin,Belfast West,https://www.theyworkforyou.com/mp/13904/paul_maskey/belfast_west
25654,Paul Masterton,Paul,Masterton,Conservative,East Renfrewshire,https://www.theyworkforyou.com/mp/25654/paul_masterton/east_renfrewshire
25411,Chris Matheson,Chris,Matheson,Labour,City of Chester,https://www.theyworkforyou.com/mp/25411/chris_matheson/city_of_chester
10426,Theresa May,Theresa,May,Conservative,Maidenhead,https://www.theyworkforyou.com/mp/10426/theresa_may/maidenhead
24764,Paul Maynard,Paul,Maynard,Conservative,Blackpool North and Cleveleys,https://www.theyworkforyou.com/mp/24764/paul_maynard/blackpool_north_and_cleveleys
10377,Steve McCabe,Steve,McCabe,Labour,"Birmingham, Selly Oak",https://www.theyworkforyou.com/mp/10377/steve_mccabe/birmingham%2C_selly_oak
25604,Elisha McCallion,Elisha,McCallion,Sinn Féin,Foyle,https://www.theyworkforyou.com/mp/25604/elisha_mccallion/foyle
11455,Kerry McCarthy,Kerry,McCarthy,Labour,Bristol East,https://www.theyworkforyou.com/mp/11455/kerry_mccarthy/bristol_east
10381,Siobhain McDonagh,Siobhain,McDonagh,Labour,Mitcham and Morden,https://www.theyworkforyou.com/mp/10381/siobhain_mcdonagh/mitcham_and_morden
25169,Andy McDonald,Andy,McDonald,Labour,Middlesbrough,https://www.theyworkforyou.com/mp/25169/andy_mcdonald/middlesbrough
25322,Stewart McDonald,Stewart,McDonald,Scottish National Party,Glasgow South,https://www.theyworkforyou.com/mp/25322/stewart_mcdonald/glasgow_south
25301,Stuart McDonald,Stuart,McDonald,Scottish National Party,"Cumbernauld, Kilsyth and Kirkintilloch East",https://www.theyworkforyou.com/mp/25301/stuart_mcdonald/cumbernauld%2C_kilsyth_and_kirkintilloch_east
10383,John Martin McDonnell,John Martin,McDonnell,Labour,Hayes and Harlington,https://www.theyworkforyou.com/mp/10383/john_martin_mcdonnell/hayes_and_harlington
11936,Pat McFadden,Pat,McFadden,Labour,Wolverhampton South East,https://www.theyworkforyou.com/mp/11936/pat_mcfadden/wolverhampton_south_east
25423,Conor McGinn,Conor,McGinn,Labour,St Helens North,https://www.theyworkforyou.com/mp/25423/conor_mcginn/st_helens_north
24897,Alison McGovern,Alison,McGovern,Labour,Wirral South,https://www.theyworkforyou.com/mp/24897/alison_mcgovern/wirral_south
25230,Liz McInnes,Liz,McInnes,Labour,Heywood and Middleton,https://www.theyworkforyou.com/mp/25230/liz_mcinnes/heywood_and_middleton
24818,Catherine McKinnell,Catherine,McKinnell,Labour,Newcastle upon Tyne North,https://www.theyworkforyou.com/mp/24818/catherine_mckinnell/newcastle_upon_tyne_north
10397,Patrick McLoughlin,Patrick,McLoughlin,Conservative,Derbyshire Dales,https://www.theyworkforyou.com/mp/10397/patrick_mcloughlin/derbyshire_dales
25475,Jim McMahon,Jim,McMahon,Labour/Co-operative,Oldham West and Royton,https://www.theyworkforyou.com/mp/25475/jim_mcmahon/oldham_west_and_royton
25647,Anna McMorrin,Anna,McMorrin,Labour,Cardiff North,https://www.theyworkforyou.com/mp/25647/anna_mcmorrin/cardiff_north
25271,John McNally,John,McNally,Scottish National Party,Falkirk,https://www.theyworkforyou.com/mp/25271/john_mcnally/falkirk
24888,Stephen McPartland,Stephen,McPartland,Conservative,Stevenage,https://www.theyworkforyou.com/mp/24888/stephen_mcpartland/stevenage
24882,Esther McVey,Esther,McVey,Conservative,Tatton,https://www.theyworkforyou.com/mp/24882/esther_mcvey/tatton
24919,Ian Mearns,Ian,Mearns,Labour,Gateshead,https://www.theyworkforyou.com/mp/24919/ian_mearns/gateshead
24804,Mark Menzies,Mark,Menzies,Conservative,Fylde,https://www.theyworkforyou.com/mp/24804/mark_menzies/fylde
25367,Johnny Mercer,Johnny,Mercer,Conservative,"Plymouth, Moor View",https://www.theyworkforyou.com/mp/25367/johnny_mercer/plymouth%2C_moor_view
25426,Huw Merriman,Huw,Merriman,Conservative,Bexhill and Battle,https://www.theyworkforyou.com/mp/25426/huw_merriman/bexhill_and_battle
24749,Stephen Metcalfe,Stephen,Metcalfe,Conservative,South Basildon and East Thurrock,https://www.theyworkforyou.com/mp/24749/stephen_metcalfe/south_basildon_and_east_thurrock
11545,Ed Miliband,Ed,Miliband,Labour,Doncaster North,https://www.theyworkforyou.com/mp/11545/ed_miliband/doncaster_north
11389,Maria Miller,Maria,Miller,Conservative,Basingstoke,https://www.theyworkforyou.com/mp/11389/maria_miller/basingstoke
25350,Amanda Milling,Amanda,Milling,Conservative,Cannock Chase,https://www.theyworkforyou.com/mp/25350/amanda_milling/cannock_chase
24965,Nigel Mills,Nigel,Mills,Conservative,Amber Valley,https://www.theyworkforyou.com/mp/24965/nigel_mills/amber_valley
11603,Anne Milton,Anne,Milton,Conservative,Guildford,https://www.theyworkforyou.com/mp/11603/anne_milton/guildford
11115,Andrew Mitchell,Andrew,Mitchell,Conservative,Sutton Coldfield,https://www.theyworkforyou.com/mp/11115/andrew_mitchell/sutton_coldfield
13836,Francie Molloy,Francie,Molloy,Sinn Féin,Mid Ulster,https://www.theyworkforyou.com/mp/13836/francie_molloy/mid_ulster
25406,Carol Monaghan,Carol,Monaghan,Scottish National Party,Glasgow North West,https://www.theyworkforyou.com/mp/25406/carol_monaghan/glasgow_north_west
11450,Madeleine Moon,Madeleine,Moon,Labour,Bridgend,https://www.theyworkforyou.com/mp/11450/madeleine_moon/bridgend
25630,Damien Moore,Damien,Moore,Conservative,Southport,https://www.theyworkforyou.com/mp/25630/damien_moore/southport
25689,Layla Moran,Layla,Moran,Liberal Democrat,Oxford West and Abingdon,https://www.theyworkforyou.com/mp/25689/layla_moran/oxford_west_and_abingdon
24938,Penny Mordaunt,Penny,Mordaunt,Conservative,Portsmouth North,https://www.theyworkforyou.com/mp/24938/penny_mordaunt/portsmouth_north
11732,Jessica Morden,Jessica,Morden,Labour,Newport East,https://www.theyworkforyou.com/mp/11732/jessica_morden/newport_east
24732,Nicky Morgan,Nicky,Morgan,Conservative,Loughborough,https://www.theyworkforyou.com/mp/24732/nicky_morgan/loughborough
25658,Stephen Morgan,Stephen,Morgan,Labour,Portsmouth South,https://www.theyworkforyou.com/mp/25658/stephen_morgan/portsmouth_south
24912,Anne Marie Morris,Anne Marie,Morris,Conservative,Newton Abbot,https://www.theyworkforyou.com/mp/24912/anne_marie_morris/newton_abbot
24966,David Morris,David,Morris,Conservative,Morecambe and Lunesdale,https://www.theyworkforyou.com/mp/24966/david_morris/morecambe_and_lunesdale
24715,Grahame Morris,Grahame,Morris,Labour,Easington,https://www.theyworkforyou.com/mp/24715/grahame_morris/easington
24855,James Morris,James,Morris,Conservative,Halesowen and Rowley Regis,https://www.theyworkforyou.com/mp/24855/james_morris/halesowen_and_rowley_regis
25342,Wendy Morton,Wendy,Morton,Conservative,Aldridge-Brownhills,https://www.theyworkforyou.com/mp/25342/wendy_morton/aldridge-brownhills
11970,David Mundell,David,Mundell,Conservative,"Dumfriesshire, Clydesdale and Tweeddale",https://www.theyworkforyou.com/mp/11970/david_mundell/dumfriesshire%2C_clydesdale_and_tweeddale
24872,Ian Murray,Ian,Murray,Labour,Edinburgh South,https://www.theyworkforyou.com/mp/24872/ian_murray/edinburgh_south
24875,Sheryll Murray,Sheryll,Murray,Conservative,South East Cornwall,https://www.theyworkforyou.com/mp/24875/sheryll_murray/south_east_cornwall
11132,Andrew Murrison,Andrew,Murrison,Conservative,South West Wiltshire,https://www.theyworkforyou.com/mp/11132/andrew_murrison/south_west_wiltshire
24831,Lisa Nandy,Lisa,Nandy,Labour,Wigan,https://www.theyworkforyou.com/mp/24831/lisa_nandy/wigan
13736,Bob Neill,Bob,Neill,Conservative,Bromley and Chislehurst,https://www.theyworkforyou.com/mp/13736/bob_neill/bromley_and_chislehurst
25291,Gavin Newlands,Gavin,Newlands,Scottish National Party,Paisley and Renfrewshire North,https://www.theyworkforyou.com/mp/25291/gavin_newlands/paisley_and_renfrewshire_north
24948,Sarah Newton,Sarah,Newton,Conservative,Truro and Falmouth,https://www.theyworkforyou.com/mp/24948/sarah_newton/truro_and_falmouth
24809,Caroline Nokes,Caroline,Nokes,Conservative,Romsey and Southampton North,https://www.theyworkforyou.com/mp/24809/caroline_nokes/romsey_and_southampton_north
24827,Jesse Norman,Jesse,Norman,Conservative,Hereford and South Herefordshire,https://www.theyworkforyou.com/mp/24827/jesse_norman/hereford_and_south_herefordshire
25687,Alex Norris,Alex,Norris,Labour/Co-operative,Nottingham North,https://www.theyworkforyou.com/mp/25687/alex_norris/nottingham_north
25679,Neil O'Brien,Neil,O'Brien,Conservative,Harborough,https://www.theyworkforyou.com/mp/25679/neil_o%27brien/harborough
25370,Brendan O'Hara,Brendan,O'Hara,Scottish National Party,Argyll and Bute,https://www.theyworkforyou.com/mp/25370/brendan_o%27hara/argyll_and_bute
25636,Jared O'Mara,Jared,O'Mara,Independent,"Sheffield, Hallam",https://www.theyworkforyou.com/mp/25636/jared_o%27mara/sheffield%2C_hallam
24955,Matthew Offord,Matthew,Offord,Conservative,Hendon,https://www.theyworkforyou.com/mp/24955/matthew_offord/hendon
25638,Fiona Onasanya,Fiona,Onasanya,Independent,Peterborough,https://www.theyworkforyou.com/mp/25638/fiona_onasanya/peterborough
25317,Melanie Onn,Melanie,Onn,Labour,Great Grimsby,https://www.theyworkforyou.com/mp/25317/melanie_onn/great_grimsby
24807,Chi Onwurah,Chi,Onwurah,Labour,Newcastle upon Tyne Central,https://www.theyworkforyou.com/mp/24807/chi_onwurah/newcastle_upon_tyne_central
24962,Guy Opperman,Guy,Opperman,Conservative,Hexham,https://www.theyworkforyou.com/mp/24962/guy_opperman/hexham
25365,Kate Osamor,Kate,Osamor,Labour/Co-operative,Edmonton,https://www.theyworkforyou.com/mp/25365/kate_osamor/edmonton
11148,Albert Owen,Albert,Owen,Labour,Ynys Môn,https://www.theyworkforyou.com/mp/11148/albert_owen/ynys_mon
13852,Ian Paisley Jnr,Ian,Paisley Jnr,DUP,North Antrim,https://www.theyworkforyou.com/mp/13852/ian_paisley_jnr/north_antrim
24779,Neil Parish,Neil,Parish,Conservative,Tiverton and Honiton,https://www.theyworkforyou.com/mp/24779/neil_parish/tiverton_and_honiton
24778,Priti Patel,Priti,Patel,Conservative,Witham,https://www.theyworkforyou.com/mp/24778/priti_patel/witham
10473,Owen Paterson,Owen,Paterson,Conservative,North Shropshire,https://www.theyworkforyou.com/mp/10473/owen_paterson/north_shropshire
24880,Mark Pawsey,Mark,Pawsey,Conservative,Rugby,https://www.theyworkforyou.com/mp/24880/mark_pawsey/rugby
25617,Stephanie Peacock,Stephanie,Peacock,Labour,Barnsley East,https://www.theyworkforyou.com/mp/25617/stephanie_peacock/barnsley_east
24956,Teresa Pearce,Teresa,Pearce,Labour,Erith and Thamesmead,https://www.theyworkforyou.com/mp/24956/teresa_pearce/erith_and_thamesmead
11626,Mike Penning,Mike,Penning,Conservative,Hemel Hempstead,https://www.theyworkforyou.com/mp/11626/mike_penning/hemel_hempstead
25379,Matthew Pennycook,Matthew,Pennycook,Labour,Greenwich and Woolwich,https://www.theyworkforyou.com/mp/25379/matthew_pennycook/greenwich_and_woolwich
11924,John Penrose,John,Penrose,Conservative,Weston-Super-Mare,https://www.theyworkforyou.com/mp/11924/john_penrose/weston-super-mare
24832,Andrew Percy,Andrew,Percy,Conservative,Brigg and Goole,https://www.theyworkforyou.com/mp/24832/andrew_percy/brigg_and_goole
24845,Toby Perkins,Toby,Perkins,Labour,Chesterfield,https://www.theyworkforyou.com/mp/24845/toby_perkins/chesterfield
24915,Claire Perry,Claire,Perry,Conservative,Devizes,https://www.theyworkforyou.com/mp/24915/claire_perry/devizes
25364,Jess Phillips,Jess,Phillips,Labour,"Birmingham, Yardley",https://www.theyworkforyou.com/mp/25364/jess_phillips/birmingham%2C_yardley
24709,Bridget Phillipson,Bridget,Phillipson,Labour,Houghton and Sunderland South,https://www.theyworkforyou.com/mp/24709/bridget_phillipson/houghton_and_sunderland_south
25377,Chris Philp,Chris,Philp,Conservative,Croydon South,https://www.theyworkforyou.com/mp/25377/chris_philp/croydon_south
25640,Laura Pidcock,Laura,Pidcock,Labour,North West Durham,https://www.theyworkforyou.com/mp/25640/laura_pidcock/north_west_durham
24747,Christopher Pincher,Christopher,Pincher,Conservative,Tamworth,https://www.theyworkforyou.com/mp/24747/christopher_pincher/tamworth
25611,Jo Platt,Jo,Platt,Labour/Co-operative,Leigh,https://www.theyworkforyou.com/mp/25611/jo_platt/leigh
25690,Luke Pollard,Luke,Pollard,Labour/Co-operative,"Plymouth, Sutton and Devonport",https://www.theyworkforyou.com/mp/25690/luke_pollard/plymouth%2C_sutton_and_devonport
24756,Daniel Poulter,Daniel,Poulter,Conservative,Central Suffolk and North Ipswich,https://www.theyworkforyou.com/mp/24756/daniel_poulter/central_suffolk_and_north_ipswich
10484,Steve Pound,Steve,Pound,Labour,Ealing North,https://www.theyworkforyou.com/mp/10484/steve_pound/ealing_north
25407,Rebecca Pow,Rebecca,Pow,Conservative,Taunton Deane,https://www.theyworkforyou.com/mp/25407/rebecca_pow/taunton_deane
25165,Lucy Powell,Lucy,Powell,Labour/Co-operative,Manchester Central,https://www.theyworkforyou.com/mp/25165/lucy_powell/manchester_central
25420,Victoria Prentis,Victoria,Prentis,Conservative,Banbury,https://www.theyworkforyou.com/mp/25420/victoria_prentis/banbury
11172,Mark Prisk,Mark,Prisk,Conservative,Hertford and Stortford,https://www.theyworkforyou.com/mp/11172/mark_prisk/hertford_and_stortford
11946,Mark Pritchard,Mark,Pritchard,Conservative,The Wrekin,https://www.theyworkforyou.com/mp/11946/mark_pritchard/the_wrekin
25387,Tom Pursglove,Tom,Pursglove,Conservative,Corby,https://www.theyworkforyou.com/mp/25387/tom_pursglove/corby
25417,Jeremy Quin,Jeremy,Quin,Conservative,Horsham,https://www.theyworkforyou.com/mp/25417/jeremy_quin/horsham
25403,Will Quince,Will,Quince,Conservative,Colchester,https://www.theyworkforyou.com/mp/25403/will_quince/colchester
24775,Yasmin Qureshi,Yasmin,Qureshi,Labour,Bolton South East,https://www.theyworkforyou.com/mp/24775/yasmin_qureshi/bolton_south_east
24815,Dominic Raab,Dominic,Raab,Conservative,Esher and Walton,https://www.theyworkforyou.com/mp/24815/dominic_raab/esher_and_walton
25700,Faisal Rashid,Faisal,Rashid,Labour,Warrington South,https://www.theyworkforyou.com/mp/25700/faisal_rashid/warrington_south
25429,Angela Rayner,Angela,Rayner,Labour,Ashton-under-Lyne,https://www.theyworkforyou.com/mp/25429/angela_rayner/ashton-under-lyne
